sp_code,vernacular_name,scientific_name,individual_id,sex,age,breeding_stage,deployment_site,deployment_decimal_latitude,deployment_decimal_longitude,device_type,device_id,year,month,day,time,time_zone,decimal_latitude,decimal_longitude,location_quality,processing_method_gls,latitude_uncertainty_metres,longitude_uncertainty_metres,track_id,land
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,28,04:26:00,GMT,-47.384,37.624,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,28,04:49:00,GMT,-47.386,37.608,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,28,05:54:00,GMT,-47.417,37.618,3,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,28,06:30:00,GMT,-47.43,37.623,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,28,07:34:00,GMT,-47.458,37.645,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,00:31:00,GMT,-47.867,37.597,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,01:18:00,GMT,-47.86,37.453,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,03:54:00,GMT,-47.928,37.515,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,04:17:00,GMT,-47.912,37.446,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,04:27:00,GMT,-47.951,37.494,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,05:34:00,GMT,-47.966,37.48,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,05:58:00,GMT,-47.983,37.486,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,06:07:00,GMT,-47.983,37.495,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,29,07:15:00,GMT,-48.019,37.463,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,04:05:00,GMT,-48.545,37.001,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,04:08:00,GMT,-48.539,36.976,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,05:12:00,GMT,-48.563,36.974,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,05:44:00,GMT,-48.574,36.981,2,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,05:48:00,GMT,-48.577,36.985,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,06:53:00,GMT,-48.595,36.986,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,07:25:00,GMT,-48.569,36.917,A,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,4,30,08:34:00,GMT,-48.607,36.928,0,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,00:39:00,GMT,-49.208,36.536,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,03:41:00,GMT,-49.302,36.584,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,03:54:00,GMT,-49.306,36.578,1,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,03:55:00,GMT,-49.306,36.574,B,NA,NA,NA,AFS_PP048_38622,0
AFS,antarctic fur seal,Arctocephalus gazella,PP048,F,adult,NA,Marion Island,NA,NA,PTT,38622,2011,5,1,04:53:00,GMT,-47.087,39.128,Z,NA,NA,NA,AFS_PP048_38622,0
